booking_id,passenger_id,flight_row_id,booking_date,status,seat_number,passport_number,total_amount,payment_count,multiple_payment_attempts
B1319,P1519,335.0,2025-05-04 11:37:36.951,CONFIRMED,4C,2f8d45159232b3190193d9f908f3dd5d182bb4dbb58182ee12406e500b62870f,5359.26,1.0,False
B1320,P1811,296.0,2025-08-13 11:37:36.951,PENDING,6C,2c9c503922f39989c14c6d5f58d6e6a826b54e57ab22c8a9331993a883824896,22159.09,2.0,True
B1321,P1097,301.0,2026-02-12 11:37:36.951,PENDING,13A,6d2700a38d548513d5d0ca91e1ac682b174cb085fb3680f46139fd0b9613d58c,,,
B1322,P1235,328.0,2025-07-27 11:37:36.951,CONFIRMED,6E,e6f8b77cf283486d859b3a72e376eeee65d0064cdad2a37f79bc70267f948c60,,,
B1323,P1900,304.0,2026-02-06 11:37:36.951,CONFIRMED,14D,1d2dd6c7e3ab38d00785c31ae05386bbb6605995875102adcc8a371c6cf869f1,,,
B1324,P1373,321.0,2026-02-04 11:37:36.951,CANCELLED,33B,ff1d9f0c94ac5410586489c3245eea7af7455e922e25679dcc50c44067c3a244,7543.0,2.0,True
B1325,P1580,342.0,2025-08-11 11:37:36.951,CANCELLED,3B,b257d1364fcf468633589cde9eb81fe6276764a57e545f89722fac49db4f5333,4503.45,1.0,False
B1326,P1926,319.0,2025-10-31 11:37:36.951,CONFIRMED,14F,4928a4597bf9ff72a5a3fa88ff2423bb7075bc093b51575a755d0186168290ed,,,
B1327,P1556,331.0,2025-09-24 11:37:36.951,CONFIRMED,26C,24e7d2bed5401e51e8ebe2749da434a80e5164ab1c118de30d712d266fa16b5e,13822.99,1.0,False
B1328,P1648,334.0,2025-11-01 11:37:36.951,PENDING,33B,fbcc49740bee69b724038cfb0b5597ccb0b82ec9ead2b16720bd6009754116ac,,,
B1329,P1233,307.0,2026-02-13 11:37:36.951,CONFIRMED,22C,04c2df7e3055c5ddab5a0ad2b02c6a0ecb3436439ef25ae6cb6ea152d8e6b1e4,6401.38,1.0,False
B1330,P1031,311.0,2025-12-06 11:37:36.951,CONFIRMED,23A,7c74a634ab87bfc462069759fb332a5e466c96897bd959963f9edb2b2d2b7c3b,,,
B1331,P1288,352.0,2025-07-03 11:37:36.951,PENDING,22C,7bedfb6edbc97683219eccb567679abc4ed46f84a38d9212dcd511571e87b599,7131.5,1.0,False
B1332,P1637,327.0,2026-01-15 11:37:36.951,CONFIRMED,7D,aa7917807af2a7bb98f8291f4f9bfca0a2e65893a9f63d6d4aadc64ee14320ac,4183.32,1.0,False
B1333,P1578,330.0,2025-09-06 11:37:36.951,CANCELLED,12B,ada839a2b3566f17b03e8a1dc6b8a6249e847b38fa9bb505c387e08941fc8649,4610.9,2.0,True
B1334,P1541,332.0,2025-09-27 11:37:36.951,CANCELLED,6F,df12b11e26da7102c9ccf76f8e59eae9736f9183884919eb689f3ce72706fe4f,,,
B1335,P1113,359.0,2026-02-11 11:37:36.951,PENDING,4A,7758641bcfcffae1e55dbe649f9ef33c8b88d79bc2babdbb9536e3ded50a827c,,,
B1336,P1203,324.0,2025-07-03 11:37:36.951,CONFIRMED,22A,5b7194549b8c5ab6e06833b76fcf2f62671d5bc90885002dff070c1606831c73,,,
B1337,P1028,325.0,2025-10-20 11:37:36.951,INVALID,4C,1ac2ca0335d18dd35cf8da74f9c76a9da22397e6ee4bc2ccf7cd7cf2f630f08f,,,
B1338,P1642,345.0,2026-02-21 11:37:36.951,CANCELLED,14C,175731475f81e69af76659bbb90c1a11d411ad3f7cc29f996109cf5ebd5d3732,,,
B1339,P1473,341.0,2025-09-17 11:37:36.951,CANCELLED,28A,d0f7fe6b13e7e6502c640dec58da60e4b01cd8f1ae844bb4d645b0c802814917,,,
B1340,P1696,339.0,2025-12-14 11:37:36.951,CANCELLED,12E,ccb113f060388251508881d01ebdd156e80fe0a254da084785869dec07a8aa26,,,
B1341,P1252,340.0,2025-07-04 11:37:36.951,CONFIRMED,5A,bbd80c064ee67cd3a897cbfa48e9cabf4788c98f4ad671f4478b330d22d4628a,9263.24,2.0,True
B1342,P1797,364.0,2025-04-29 11:37:36.951,CONFIRMED,4A,33a3535b78b20f63ff2601a6af70e10621d94b69d7844ec1ec46dcfc3de97ea8,19003.28,3.0,True
B1343,P1904,357.0,2026-03-08 11:37:36.951,CONFIRMED,9F,6ca5b32549694f5923a252c69398f758016fa376c6beb02a86116068943f8f3c,,,
B1344,P1921,366.0,2026-03-28 11:37:36.951,CONFIRMED,1D,07f0bc71fd91a31bd86aebed71ff496567cd5205eb33a364f404a24c4dedd824,,,
B1345,P1385,356.0,2025-06-06 11:37:36.951,CANCELLED,1A,a5daf2e8f4531a6f1870b75a01a6cc68e36171c4d79f3e980b8c210b3a39de34,,,
B1346,P1061,343.0,2025-06-07 11:37:36.951,PENDING,30E,681f904ad52c424e8d850a2477dec185a37dcd8ffce5580717fab9a856e473e6,,,
B1347,P1514,347.0,2026-02-07 11:37:36.951,PENDING,22A,00a66261287c6861c29bcc4dd2e8bf6119b35af4dd906b0e02d9cf3a7b401e87,12000.54,1.0,False
B1348,P1429,320.0,2025-06-05 11:37:36.951,CANCELLED,27E,5f301b0ba7ccb4f5738f6cd33c6d0b2c7317fd7c3bb93d3f0d099f2a1e12f612,,,
B1349,P1579,354.0,2025-11-19 11:37:36.951,CANCELLED,9E,5d8d4baffff6be8414db7b2caf6bc05ebff1c4e3d4334038b11d1196b1e0275b,11101.75,1.0,False
B1350,P1536,322.0,2026-02-04 11:37:36.951,PENDING,12A,e9f08ab11a79a0f14f5d1d8e071eb58e712b4870a962ab4c5ca49161860eac15,30051.37,3.0,True
B1351,P1690,362.0,2025-09-03 11:37:36.951,PENDING,27F,402773efa149b4a3f2a468baf0a1c832beaeec21485bee3a174e31a16e4f767d,14687.44,1.0,False
B1352,P1140,313.0,2025-10-20 11:37:36.951,CANCELLED,17D,0eb08a05c60b48134eae17ed7fca666eab6249948fa4a701d51d07f5ba71294a,12219.85,2.0,True
B1353,P1742,333.0,2025-09-19 11:37:36.951,CANCELLED,15F,b96ce92d3c9770668eaef00fb8b8e5df7817bea490d7bba6851fbbda8f7e7c56,,,
B1354,P1299,338.0,2025-12-14 11:37:36.951,CONFIRMED,34A,9a64abfcb02a5ab892fa24ebbc403e7b96287406ee00575526b1d71821175b1d,10023.88,1.0,False
B1355,P1674,361.0,2026-03-30 11:37:36.951,CONFIRMED,28B,7702c0c7d09e733d6ed8369eb00b7a2680f036a1ff4499871e17962598bf821a,14298.510000000002,2.0,True
B1356,P1310,370.0,2025-11-10 11:37:36.951,PENDING,11F,a0048b680a0c3213e7ca8f7ccbf01ad861c403450bdcdd4e9301a4602d888f57,,,
B1357,P1470,346.0,2026-02-05 11:37:36.951,UNKNOWN,14A,cc05021b7e48085054d6106c06099d15d7edc4630145411925a915fefe64d2e7,6983.72,1.0,False
B1358,P1392,367.0,2025-06-22 11:37:36.951,PENDING,20A,44a787f5c7f3c707a9b794379b9830fd20c3bdaaa83e25925537e8eed3bc9d97,,,
B1359,P1641,337.0,2025-10-22 11:37:36.951,CONFIRMED,14E,0df3c26c1d9a164988f5fcd5f08d0ddd693186b4877098fbd706dd030d061aa5,21566.809999999998,4.0,True
B1360,P1444,336.0,2025-06-15 11:37:36.951,UNKNOWN,18D,56d5d91c069771eca6d0234a5a7198c8fdc8498c26f92fcb4e8b0b4290e91bbd,,,
B1361,P1757,377.0,2025-08-24 11:37:36.951,PENDING,13F,405df91caeda8214889c7a03b99f3557218a1453b7efd0a8f52755a041c992ed,5339.72,1.0,False
B1362,P1808,372.0,2025-10-22 11:37:36.951,CONFIRMED,15B,6e90791109cf2a1022a0cf817aad200bc95d12b496397e7119237265a90e8ede,,,
B1363,P1171,365.0,2025-12-14 11:37:36.951,CANCELLED,3B,fa04490151f10a1a32a7326f2425fa617138a4f9bd77a134063c040f646859b8,8554.62,1.0,False
B1364,P1575,382.0,2025-09-09 11:37:36.951,PENDING,23F,47ce1895315db10dd00a7075624a90c5ac77c02679decb1189750979749bf546,14123.66,3.0,True
B1365,P1030,326.0,2025-07-03 11:37:36.951,CANCELLED,15B,a33cfeaddf4ae4d645f159f65b9591682c8b1883536787c062fd95a25ab410d7,,,
B1366,P1046,375.0,2025-05-05 11:37:36.951,CANCELLED,25E,1c3ba54320320a7a716edcbec2d7d8f9ad38ff08acdf2b31b343dff3c3065aa4,,,
B1367,P1129,384.0,2025-12-14 11:37:36.951,CONFIRMED,18A,df2ef55a7363268de57571697d6b835f839dfecfdf6d55d5bb3eea17d59ddd00,2379.52,2.0,True
B1368,P1351,350.0,2025-12-26 11:37:36.951,CANCELLED,1E,da7d5e0922b2c7c8c28e617b5cdadf4e78ef81f2d731e0cf0fac8ba260256129,21921.94,3.0,True
B1369,P1977,344.0,2026-03-18 11:37:36.951,PENDING,15F,b1b564b8900a1215896719fdae9189077dd1162c13996e62133a0881d4aa3e58,18103.68,3.0,True
B1370,P1844,369.0,2026-01-01 11:37:36.951,CANCELLED,19C,fbbfedb409ce20aa2a9221d740666192579e91ccb4e9d1feb16b26b69e151179,16512.64,2.0,True
B1371,P1621,386.0,2025-09-25 11:37:36.951,CANCELLED,15E,ab673c268b0b6bb4a7fd3b104bfc83012467f1e5b62b68b6fe629fc0923afaf7,,,
B1372,P1580,381.0,2025-05-11 11:37:36.951,CANCELLED,11D,e5683d8f5cd99f2f9887e861da47efc71e61700fa21e46d7ce635fc87acb0084,10597.220000000001,2.0,True
B1373,P1057,348.0,2026-02-14 11:37:36.951,CANCELLED,22F,5d66ccfa715a8a84e66e1686dff3372330d4e5ae29d53685980bed018dba27b3,6540.32,1.0,False
B1374,P1105,396.0,2025-04-24 11:37:36.951,CANCELLED,7F,e19337a471ceaf82a3edcf2fe3add431ce42be6616da8307dd234f3e0dcd85d8,,,
B1375,P1811,373.0,2025-09-02 11:37:36.951,CONFIRMED,15B,2b1f5483a4cc78927354fcf1efd9937032c1ca229a01231ad347559d71b5f66c,19214.79,2.0,True
B1376,P1329,394.0,2025-08-24 11:37:36.951,PENDING,16B,272f505c37ab1597644a8b702fd0667ea6cf5e951bf84aabd2acf885ad628036,19918.21,3.0,True
B1377,P1767,374.0,2025-10-24 11:37:36.951,CONFIRMED,26A,f9036ada771a2986538540e69ed66cab9fabf004d38451555f0fa735956ef1e6,,,
B1378,P1823,400.0,2026-01-16 11:37:36.951,PENDING,30D,f585a0af8cdadab5c0d506a03bab6433eb4c43b704d8a6e1fe81343026089724,14416.01,2.0,True
B1379,P1682,388.0,2025-11-02 11:37:36.951,PENDING,31C,75e6b8e20c4beb48c4a8819f8a3a309f0a8d8d12feb4de568e2362c15ab7cf9c,,,
B1380,P1382,349.0,2026-04-16 11:37:36.951,PENDING,6B,5850503d1da37199d02407b7c674a7ed82a1ac5b43a13b571904ebe7fee7150d,14705.02,1.0,False
B1381,P1984,401.0,2025-11-11 11:37:36.951,PENDING,33A,25d8d806736c98185b1b965eebb464c65d25fd29ed46891bce1a7bc4983214c0,7452.89,1.0,False
B1382,P1161,368.0,2025-09-19 11:37:36.951,PENDING,20D,664c32a013817b374e7372a993eced6a0bdfbb5ee574870568ae1657524c1bfe,14862.46,1.0,False
B1383,P1996,409.0,2025-09-24 11:37:36.951,CANCELLED,8C,9f2376bf007e0326e5bbb9d721c3fbd4950769d8045e8ce6b8164816c49a3ba5,,,
B1384,P1285,355.0,2025-05-16 11:37:36.951,CONFIRMED,11D,8acc935278d46678bcc065830cd44ecb579665da48d91c77b0b1ea897aee2719,5107.55,1.0,False
B1385,P1070,398.0,2025-06-08 11:37:36.951,CONFIRMED,30B,352af516850369165f07fce32b4285c5824ebb0556d76cb600cf96b464455446,,,
B1386,P1766,385.0,2026-03-12 11:37:36.951,CANCELLED,10A,25b94b35c22556924a58853b8a3cb666a4f30b11e2ff269bcb25508f4a4710f4,,,
B1387,P1453,358.0,2025-07-23 11:37:36.951,PENDING,24F,fe741fa0d15aada3829fb87473872a94eda8df1fd1cf1345543287327d265c96,,,
B1388,P1885,399.0,2025-09-23 11:37:36.951,INVALID,8D,ee46e55ce141f0e71d61ff20663bb7a07e80c0c969bed8d19024b0efcc1e0b8f,22550.010000000002,2.0,True
B1389,P1566,371.0,2026-02-22 11:37:36.951,UNKNOWN,30D,5b0337f649c4d44e756d6b02297263536c7938466839efb2aeaf8a1420cd18ba,0.0,1.0,False
B1390,P1834,406.0,2026-03-09 11:37:36.951,CANCELLED,8C,e90f78cf72157732a18b624bba25f10f8c8324551191e4d519dc20134942cc33,,,
B1391,P1396,360.0,2025-11-26 11:37:36.951,CONFIRMED,21F,6c66927b488f66868f9db78514715ed03968fc6942566ebedff26b4c2c592596,35468.95,3.0,True
B1392,P1514,363.0,2026-03-27 11:37:36.951,CONFIRMED,21D,c6aed61e810837f7174917dc8e20eb2be69893004ea7d779690f1f187c065181,,,
B1393,P1025,418.0,2026-04-06 11:37:36.951,PENDING,26E,b07a839f0d71b0e6a80975cb0e5955c9fd33438e666270a6ac64007ae89f04fd,5252.26,1.0,False
B1394,P1312,353.0,2025-07-23 11:37:36.951,PENDING,23F,b20bdee61b6bbccbde4dc1a61c1110bae77045145b99c724c3070a21236a5def,,,
B1395,P1125,420.0,2026-02-10 11:37:36.951,INVALID,23B,d7357156a6e404a6182fbc282cb69189c02b3574fc565f28d26a8f1ed7aa1f64,10317.13,1.0,False
B1396,P1407,402.0,2025-08-03 11:37:36.951,UNKNOWN,13E,2535e1ec2a432b45bf33457a8a7d863b69d14e944a58f4239364f4198e5680f3,16199.130000000001,2.0,True
B1397,P1564,395.0,2026-02-05 11:37:36.951,CANCELLED,28D,32f6bf49dcd7f3a3a4fc0cd24d2422a78935b5da4e9a8a992f29be41a1aa43a1,3065.33,1.0,False
B1398,P1197,380.0,2026-02-04 11:37:36.951,PENDING,3E,08af2eb8f4257835b69491e9252b7bb40f90b7191f376d62d0d232b0ac677538,7148.95,1.0,False
B1399,P1810,419.0,2025-05-31 11:37:36.951,PENDING,7A,ba0a84be81a24a6c1740e4700ed8bd43191f7c9ae4f3c7f326a69a13e66069e4,,,
B1400,P1187,421.0,2026-04-02 11:37:36.951,CANCELLED,12F,b5e87d4c746853271443049845b13b02adedb7ade30fb78d112f4831f33e1a90,3063.78,1.0,False
B1401,P1697,416.0,2025-04-20 11:37:36.951,UNKNOWN,21D,f7aa5a0c885017eaef8b46bd0a938c2ef396e639fa1d9c53b82b3ffead2531a0,20849.53,3.0,True
B1402,P1816,376.0,2026-03-21 11:37:36.951,CANCELLED,7E,d7a7d31cb5c9471ab310f2a048aa4a1216f6e1acbde1d49fd81155ae6ee65db2,16058.67,2.0,True
B1403,P1809,391.0,2025-05-08 11:37:36.951,PENDING,26A,886ca7c450f6feb23a9c9d3ecea656a593c421c676642c149045b150b9971f65,,,
B1404,P1715,390.0,2026-03-07 11:37:36.951,INVALID,16A,aba6403bcdd7e47152d3137e8e9d01dd4e802c4c98013cea97555fd1df01022b,7473.06,1.0,False
B1405,P1483,414.0,2025-08-26 11:37:36.951,PENDING,32F,3e464b814eac09b31a5d558cd29395d79e1897f8b13294c3d5fa871e16c8719a,,,
B1406,P1449,389.0,2025-06-24 11:37:36.951,CONFIRMED,15D,ad101d350a5ddb9ea6344cc2bfebf927246587e8790b3da5f371e46e7d112f54,21722.62,2.0,True
B1407,P1522,427.0,2025-08-26 11:37:36.951,CONFIRMED,25A,9826ff0c1804bc8c8676ace0f2df8ad028d0078ec33d0168d7e90243c1c85755,,,
B1408,P1870,387.0,2025-07-29 11:37:36.951,CONFIRMED,12F,4bcb9e78bb4742fef5d5bfd6cda8883f33469bb874c8e61f78879ee57736498a,7805.42,2.0,True
B1409,P1353,378.0,2026-03-24 11:37:36.951,CONFIRMED,28C,a3dd6179270a3c9c0da0f407162e6f9284f912d7574b1a511918cb815fa45548,1095.0,1.0,False
B1410,P1985,393.0,2026-04-13 11:37:36.951,CONFIRMED,32C,1b2f7dacd2d50b2a87e7673d3bf9b5b9836c55477df1e7c50cd1435bd9114a59,,,
B1411,P1657,432.0,2025-10-12 11:37:36.951,CANCELLED,1A,eb06f8b0987eb961c13e75337c29ec88ee312db3db85c2377f82369562812a05,13409.029999999999,2.0,True
B1412,P1596,379.0,2025-11-18 11:37:36.951,CANCELLED,28E,f09ecfe022259ccb65b245d8ee19248b438c14f937495d48ee7be55f1eef3f1f,10616.41,1.0,False
B1413,P1099,411.0,2025-10-05 11:37:36.951,UNKNOWN,14A,65110ab0608c5a431fe01e94bb0b837fa493a9244cd9317bff0400fc6724020e,,,
B1414,P1615,383.0,2026-01-07 11:37:36.951,CONFIRMED,25F,b7d4741a357479899d235b691838cd5f00c8a80ab850f89999571b4f916c769c,6182.07,1.0,False
B1415,P1947,404.0,2026-03-22 11:37:36.951,PENDING,23B,20e9b755ab54b245b7a34f977d71c76cb9fd5962d2c5f396b56291e693829159,,,
B1416,P1557,423.0,2025-08-17 11:37:36.951,CANCELLED,20B,ba26634eb12f352507d6b56f63df26106d8fd258e9060242f50f29ab067c2b6e,,,
B1417,P1555,443.0,2025-08-18 11:37:36.951,PENDING,8E,b52bc04c66a4a4571290f9a7312098b898f9378e6d842629c98197c3023c26f2,7252.05,2.0,True
B1418,P1277,439.0,2025-05-04 11:37:36.951,PENDING,19D,01c32390eaf548963758a5e29ff5022b2a8cc0383dbc929615cc72af611f5415,12326.46,1.0,False
B1419,P1692,426.0,2026-01-20 11:37:36.951,CONFIRMED,20E,4b5851018e8e67a8419dd336a90fe12e57f83c8e6a98cae19687fc8fc5fd9b58,4937.75,2.0,True
B1420,P1698,392.0,2026-02-24 11:37:36.951,CONFIRMED,27B,8372df661f86a9653065700c75a4a35c54a24585c4efe165c29fd9a6cd7608bd,7161.79,1.0,False
B1421,P1989,424.0,2025-10-03 11:37:36.951,UNKNOWN,23C,443ce9a73da46a9c06701b7c62d21e325d6e411ee044c8c8449b86ef3ad318b9,,,
B1422,P1625,428.0,2026-01-04 11:37:36.951,CANCELLED,12D,a5f3594f96ff89990f4d309d5a31b55e007d977b2a722d81a86394dbe0c6938e,4826.6,1.0,False
B1423,P1490,429.0,2025-06-12 11:37:36.951,CONFIRMED,14A,57dfd94bd4ef351963262b963388262b44d7d4128d1178b4a321f7c2e522c58a,,,
B1424,P1254,436.0,2025-11-05 11:37:36.951,CANCELLED,11D,8e94a2d9289a3a84f38f97894fc8f0c599af11eb7a160e956a0e4568e14228a5,,,
B1425,P1380,442.0,2025-06-28 11:37:36.951,CANCELLED,34E,2c11e289f300ae6c8a52ef1bcfb70920916d843946e22100597cf0caee12f129,,,
B1426,P1891,430.0,2025-12-15 11:37:36.951,CANCELLED,17C,d5fe3b72f50b2828af4973d0e174278691596aa02f12b291d6e86e78afbcdf44,0.0,1.0,False
B1427,P1541,433.0,2026-04-15 11:37:36.951,CANCELLED,16E,6c6500f7f00865d63c4623efb2558c178bf5b71e8d3fd29ad14000e1700efafa,,,
B1428,P1263,410.0,2025-06-17 11:37:36.951,CONFIRMED,27C,ea17837d5f417ba66f5d7a7aba2f094df5f7d00035b90a6f06929a1812ebe13a,,,
B1429,P1609,403.0,2025-05-08 11:37:36.951,CANCELLED,27B,48c21d848f29f5344a1057c36baff6bee4c26d8a3738ac092f404080959f78ce,16937.88,2.0,True
B1430,P1824,434.0,2026-02-08 11:37:36.951,CONFIRMED,11A,66838d17d0c3dee938b6dc3f9a4aa777914372c460851a39a9cc8431f460ce02,,,
B1431,P1878,412.0,2025-11-21 11:37:36.951,CONFIRMED,31C,134432d491a3b0e75f0b312c1ea08dab5e900b5a8ef3521be2aef4ac59a031a0,22261.949999999997,2.0,True
B1432,P1328,453.0,2025-09-02 11:37:36.951,CANCELLED,9B,446bc6a2a65e4cd45c81f6c771cf1e1fd2956cb2587e7e26057f8dd2355f7cc6,,,
B1433,P1114,438.0,2025-05-07 11:37:36.951,CONFIRMED,5B,32791dabb82b4393c2fd3cfe70e6006a7e4288214c4910f40677d179914b5dc5,15968.93,2.0,True
B1434,P1275,413.0,2025-10-19 11:37:36.951,PENDING,30C,f1760baab5471d13a08e829d27289390168f1a8e14947d063d9c008446949f40,5989.29,2.0,True
B1435,P1487,415.0,2025-09-18 11:37:36.951,CONFIRMED,1E,3da80707ab31b3152329e66079eadc86c1891deba9badcdd8151ae942ab3b6ee,8589.93,1.0,False
B1436,P1280,397.0,2026-01-05 11:37:36.951,CONFIRMED,20B,83ff48264ebb0d881791668d7412a1ec552d73699124f26aafeffc71ce8b0016,,,
B1437,P1274,407.0,2025-11-28 11:37:36.951,CANCELLED,24A,7be5f7dae78ef72d7e2a71f55bd14d1d9c26a23ae805dbbec36633557b165bd6,,,
B1438,P1772,422.0,2026-04-01 11:37:36.951,UNKNOWN,20D,e73cec75cd6b229592fb9031e050e58c679139507f5f5861afac6c5baf148ea3,7670.85,1.0,False
B1439,P1842,417.0,2025-11-09 11:37:36.951,CONFIRMED,27E,eecf9504f8115c38a760ee5fb45b4d5be2d503e801e4527a25b564d1eb884762,7292.76,1.0,False
B1440,P1718,451.0,2026-03-09 11:37:36.951,CANCELLED,25E,5c2bb459e1c2612e3c462dd2bdeafd5633cbf83eaaf8c3aaa90d8abcf28ada0a,,,
B1441,P1895,408.0,2025-09-22 11:37:36.951,INVALID,13A,4955ce400754a64a0cf25f4f2ad6f2213a946850344443375d7bdfc3c0553b15,,,
B1442,P1327,405.0,2025-06-02 11:37:36.951,PENDING,11E,a1e9964a530b7dacbb1cac3e0749777bac8ffee67c2c3761da8bafe3a860a67e,11779.89,1.0,False
B1443,P1210,444.0,2025-10-09 11:37:36.951,CANCELLED,9E,cde7a00501fe4df32920ca24e11029d33fa1747b71da6d30d302ce795bb5b4a8,0.0,1.0,False
B1444,P1726,450.0,2025-12-25 11:37:36.951,CONFIRMED,7B,1db92bf52d6e167b77017867d4a3d1fe6ef91c519b28fbd54ad332781fd52198,,,
B1445,P1922,460.0,2025-12-21 11:37:36.951,PENDING,5F,0ff96f71cfb679caf367b36dfbec25a05a17abc8fc1ad06abd833835b6a074d1,9862.4,1.0,False
B1446,P1551,449.0,2025-09-25 11:37:36.951,PENDING,23C,4904b07e5d4278e0c0fb3ea14c4fb4f08e77d31c0a585849c6dc9421b80e8282,7709.959999999999,3.0,True
B1447,P1991,425.0,2025-05-21 11:37:36.951,CONFIRMED,15F,bdd31f573906bfdd0a2a14b19ae0c568cd1a106616c1e35dbabda95985bead1a,18438.66,2.0,True
B1448,P1025,431.0,2025-11-21 11:37:36.951,CANCELLED,9E,4bed1472fe6db6fba453493f5b3ddaa216fac730d5429feae69e9ca98f2bb192,,,
B1449,P1026,457.0,2025-05-23 11:37:36.951,PENDING,19A,d93f43de76fac5e7cd061c7e12d08d4ea7ab5a267d0a0cf92cc16b902b1f0cd9,,,
B1450,P1701,441.0,2025-11-11 11:37:36.951,CONFIRMED,21C,f4e54aa26d9f0129081a619e528ec57ed40b6e840b36583adc42c469a6c96e30,,,
B1451,P1082,468.0,2025-05-20 11:37:36.951,CONFIRMED,15E,f5fd0df8f5ed7582b2c83f620abd102a7c3b1d3dfd6034e5f101ca38e20783d0,10311.86,1.0,False
B1452,P1895,471.0,2026-01-26 11:37:36.951,PENDING,3E,2d2b83ccbfaed9929377516ad21b6cb7be02f3ca898a81b260563fff93ad5573,,,
B1453,P1945,463.0,2026-02-07 11:37:36.951,CANCELLED,16F,58323f485d32d67f7b3ce6834557082783c17331774b2dc0a5ab208862d1afa1,5268.18,2.0,True
B1454,P1681,448.0,2025-08-16 11:37:36.951,PENDING,8E,f11d996211899566490a9ab25b12cc4f3a11fdda2a96f2ddb809376bc2bdcb03,,,
B1455,P1412,461.0,2026-04-12 11:37:36.951,CONFIRMED,30A,7b91fa2031331205dd4cf074eb117dfc096312a0a6a07cb5081eb054c86d97d4,27634.5,2.0,True
B1456,P1166,445.0,2025-04-24 11:37:36.951,PENDING,17F,442f1d7f13e55ad3c61d20fc5ed11c9c3bd3b17194a4f383c9d940a2762a79c2,,,
B1457,P1699,440.0,2025-06-11 11:37:36.951,CANCELLED,32D,d00be8032494b1a73463dd4a8f5fdf1a13d2dde0131e58179cb2e8154ee14f2d,5769.17,1.0,False
B1458,P1168,447.0,2025-11-19 11:37:36.951,CONFIRMED,10B,89b800253fd07cd17855c01866a4161aae8f0417bb6667c23df05265307c994c,8073.17,1.0,False
B1459,P1800,454.0,2025-06-10 11:37:36.951,CANCELLED,1F,3f4ee4adbe47c023a8aa973abae87f652b80dfb953f486600f471e58ec2126f4,19085.7,3.0,True
B1460,P1978,458.0,2025-10-01 11:37:36.951,PENDING,32E,6ee5308b0c9ee5aa481428033724f3d0f6e0d0586bb43cd578302e6571628636,,,
B1461,P1228,474.0,2025-10-14 11:37:36.951,PENDING,33F,6cdffe387e98f96c911035d965df20db987b67fe4dde03d038b4cb931bae5cbe,30261.46,3.0,True
B1462,P1978,435.0,2025-12-03 11:37:36.951,CANCELLED,26D,bbafd94a1679df27fba169ec18ee29a6732b5945eac55738183aa34eba21ca33,6497.79,1.0,False
B1463,P1608,473.0,2026-02-10 11:37:36.951,PENDING,31C,5e7e664b303279baece5af1da1c47420c37fef23e7c6a7b32c36971813501064,6844.58,2.0,True
B1464,P1366,437.0,2026-03-07 11:37:36.951,CANCELLED,6B,eafb917bf2dbf514e1be86aaae0ea8fe1cf86ba47f648a0ee706d1166059f60c,4535.96,1.0,False
B1465,P1527,489.0,2025-07-02 11:37:36.951,PENDING,5C,c8ed86bc4b1f5b2a09402c8f4229497cf8167a44b623ed4e76e747f485beacf1,,,
B1466,P1790,472.0,2025-04-27 11:37:36.951,CANCELLED,28B,db1e1f7bed19757ec03c73a95e816cd168439d98bd3f8246c5ffbdba2e6a6135,,,
B1467,P1646,456.0,2025-04-30 11:37:36.951,CANCELLED,25A,16c31d4c77527f2ca2ec9f0599e6ffe79538c8044d0872c54c91682e5a6927b7,13307.54,1.0,False
B1468,P1537,485.0,2025-07-16 11:37:36.951,CONFIRMED,14F,cfce696e6992ad7133656086d323b05c917885cf01c5028f6f7fadfe829a5b04,25336.54,2.0,True
B1469,P1863,452.0,2025-12-25 11:37:36.951,CONFIRMED,11A,78bda9a94bec5a874ff31f2fad8d140eb53464aaca673796a71065c1566d024b,,,
B1470,P1523,446.0,2025-05-27 11:37:36.951,CANCELLED,24E,d4bf3c31b9fba13e4cea7ad9b73f3ca84533b03852e9da4008f91a0f7894e7c4,,,
B1471,P1071,462.0,2026-03-28 11:37:36.951,PENDING,8E,a6b2053c8f7fdca146822e58369412f6ce55b11568206d1c357bf713e6f45261,,,
B1472,P1644,467.0,2025-06-06 11:37:36.951,PENDING,3D,398566e4efab1bc367111e8830c16d334ddb41d37a968d5e628af185a8d74600,,,
B1473,P1105,492.0,2025-07-19 11:37:36.951,PENDING,21F,2d1bca16bb43040410c82d80c38641eb61905218629b762817c10bdd70f098ff,,,
B1474,P1731,470.0,2025-07-28 11:37:36.951,CANCELLED,14C,0f290cea7657e120a95793362db2cdd070fe4684ea5ea715036b0c1708187c71,32760.32,3.0,True
B1475,P1884,459.0,2026-03-07 11:37:36.951,CANCELLED,2C,7e95721715325d787e84c596accf19fb4179a5b9701dfdd511d037d674d4ce31,21399.98,3.0,True
B1476,P1964,488.0,2026-02-27 11:37:36.951,CANCELLED,32E,d2ea77c0e608c401bb2f32a937d97c277d2d485f0f613fa58f6f02f1745a9881,,,
B1477,P1688,476.0,2025-07-06 11:37:36.951,CANCELLED,18E,2075384dcb84dfb895515a2d5162a46fc0f44919c0a5dd98569691e9c2f95c7a,17403.75,3.0,True
B1478,P1281,487.0,2026-02-24 11:37:36.951,CONFIRMED,28D,524094225ff1be42d08b50e85034b0b5126c19951726d48ca369ea25a5fa4369,2928.68,1.0,False
